买车之前看到网上都说买黑立标是狠人，但是我真心觉得黑立标这种前脸偏圆润的造型好看。喜欢E300，无奈买不起，新款更不敢想，想过透支预算，但是有两个娃还是算了。爸妈给了40个，顺便给媳妇买了辆老头乐，贷款剩下的钱等贴了车衣这些搞完定期存折，走的厂家金融，三年利息1.2个。\n用车感受，发动机确实有点响，但是开着比我以前的卡罗拉爽得太多了！内饰也是非常漂亮。底盘非常稳！目前开的都是经济模式，油门有点迟滞。过段时间试试运动模式再看，新车暂时不敢。其他缺点目前没发现。\n至于为什么后悔买了奔驰，这也是我今晚要发出来的原因，不吐不快！提车发了个朋友圈，亲戚没有一个祝福的，祝福的都是交集不多的朋友和一些周围朋友，更有甚者，还有熟悉的人酸你的，而且都是那些条件不好的人。是不是越是熟悉的人，就越不希望你过得比他好？好失望……我就应该买个几万块的车，这样大家都开心了呗😫快要提车的小伙伴一定要引以为戒！不要发朋友圈了，要低调！朋友圈都是开豪车的除外,https://wwww.dongchedi.com/ugc/article/1783281604656128
[灵光一闪]一直考虑换一台30w左右的座驾，车展也看过两次，下决心要买的话还是要从去年说起，所以对于34C，我跟踪了将近一年的时间。\n起初我也是在各个app上去搜攻略，做对比，然后做笔记，把每款心仪的车的优缺点和自己的心动点记录下来，然后去现场看实车，去试驾。由于我目标相对清晰，电车直接不考虑，所以，不用做大范围的筛选，基本就是在bba和沃尔沃之间选了。\n由于跟踪的时间跨度有点长，所以对4s店每个时期的销售模式也有了一定的了解，从而帮助我在最后购买的时候，有了一定的主动权。我经历了奥迪的一波又一波降价潮，这么差点就被价格给打服了，但后来听闻A4要改款了，结果一年了都没改，最终还是没能接收那内饰，从而剔除了。\n宝马3系起初去谈的时候，还非常坚定地要收金融服务费，还美曰其名了一下，我忘了叫啥，说每家宝马都必须收的，然后对于老客户也没什么优惠，到后来渐渐地被投诉了很多问题，到跟踪后期，牛气的服务费也说不用收了，但我对宝马的整个跟踪阶段，好感是一直走下坡路的。所以也剔除了。\n沃尔沃我去看的是s90，这车，说实话，就一个字大，没毛病，因为始终是c级车。但结合自身的情况，这车终究还是显得比较成熟，缺少一点年轻与运动。即使优惠很大（让我考虑到保值率），也没有缘分，也剔除了。\n最后，C260，这车最多人吐槽的就是动力系统和配置，三十多万的价格，很多东西都没给配。接下来我会细细说一下，为什么我会拿下。\n动力：如果你开过车，你是真能感受到他的动力真不是键盘侠说的那样，提速超车问题不大，毕竟不是赛车，高速和城里我都开了，满足需求。有的时候突然猛踩油门会有转速过高而速度不加的情况，这个是需要注意的。（2.0t也会有，我记得奥迪带我试驾的时候，那小哥也是狂踩油门，四千转，嗷嗷叫[捂脸]）\n内饰：考虑新C也是因为全新换代后的大屏，迟迟不下手也是因为这个大屏。但经过了这么些时间，果真被我等到了这个大屏被优化了，开始的花屏，黑屏，卡死现象都不怎么发生了。目前使用流畅，语音功能也能满足使用，目前还是满意的。要注意的是后排靠背是不能放倒的。\n外观：我选的是贝母白，比起北极白，还是要有个性一点，毕竟还是有点闪光的。我觉得前脸不够霸气，但尾灯比起老款我觉得好看多了。我感觉车灯亮度稍微偏暗一点。\n底盘：质感真的很好，给人一种很扎实很稳重的感觉，满满的安全感。[赞]\n隔音：窗户关上以后，其实还是挺安静的，胎噪风噪都在可接受范围内。[鼾睡]\n空调：制冷效果很棒，不好的就是3档以前你会感受不到，风量很小，后排出风口的风量要比前排的小。然后会听得到空调压缩机咕咙咕咙的声音[捂脸]\n音响：5个喇叭，也是柏林的，和皓夜的其实差不多，效果也很好，有高中低三个参数调节，效果还是有变化的。\n然后给大家最关心的价格，来了！\n[灵光一闪]裸车价：278800（指导价351800）\n[灵光一闪]购置税：24672.56\n[灵光一闪]保险：13468（商业险11719，交强险950，车船税100，驾意险699）\n[灵光一闪]装饰（不强制）：4800（全车玻璃尊膜，全包脚垫，后备箱垫，雨伞，镀晶，底盘装甲，远程诊断，拉杆箱，终身免费洗车卡）\n[灵光一闪]养车无忧（不强制）：20900（含12次基础保养，6次空调滤和空气滤，2次刹车片，2次火花塞，2次刹车油，4次节气门，1次变速箱油，延保3年，动平衡和四轮定位）以上均含工时费\n[思考]贷款：全款贷款优惠一样，如果贷款是5年，贷一半总利息是22260，奔驰金融，无服务费，可随时提前还款，违约金为剩余本金3%\n最后，祝愿各位都能开上自己心仪的车[送心][送心]\n后续我会和大家分享一下，用车心得和用车小技巧[呲牙][呲牙]\n感谢圈主推荐[灵光一闪][来看我][耶],https://wwww.dongchedi.com/ugc/article/1779878244528132
2024款指导价355200，现金优惠7万，税2.5万，保险1.4万，走奔驰金融贷15万，月还2900，一年提前还款违约金利息1.2万含6年无忧保养，送膜，脚垫，上牌等小东西，含利息违约金全部落地33万7，第一次到店，应该还有5千的空间，这个价格怎么样？,https://wwww.dongchedi.com/ugc/article/1783256386031684
友友们，销售告诉我，如果给我用原厂金融贷款，销售自己要被公司扣1000块，我tm一脸懵，其他4s店都没有这个说法,https://wwww.dongchedi.com/ugc/article/1783313006588932
大佬们，你们买的奔驰C皓夜落地多少啊 1、近期问的4S店，保险13000、装潢16800、购置税28000 还有个啥玩意其他费用3000，不加利息价格是377335 是不是贵了啊，各位大佬们，贷款177000 五年利息 40710 2年利息16284 利率说是4.3 2、为啥懂车帝上面的价格跟4S店不符合啊，打4s店过去问 比懂车帝价格高了五六万呢。 3、打各个地区的4s店问车，销售说买车了只能在购买地上牌照，不能在其他地区上牌，这是为啥，只能在本地买车了吗 - -！ ps：本人00年的小伙，大佬们轻喷，不太懂这些，预算也就35左右，主要是看皓夜带了氛围灯跟柏林之声，前段时间一个朋友在福建买的宝马3系- 加上利息才31.7，奔驰的价格要真是这样，那我只能转宝马了。 辛苦各位大佬回答问题了~啵~啵~啵~（现在开的是思域）,https://wwww.dongchedi.com/ugc/article/1782775990628442
落地34.5\n贷15 月供4500\n三年总利息12000左右\n政府补贴6k,https://wwww.dongchedi.com/ugc/article/1782917267636291
兄弟们 今天订车了24第一次改款c260l运动版 裸车285700 优惠七万 保险12000 购置税26000 上牌 2880 装潢18800（柏林之声 电尾门 360全息）送一个a保养 一万的威固车膜 迎宾灯 落地345380 贷款20万 两年利息19600 这个价格怎么样,https://wwww.dongchedi.com/ugc/article/1782993516383244
说说自己买车经历，记录留念一下！ 选车！ 决定换车的时候，想着就从奥迪A4L，宝马三系和奔驰C里选一台，但感觉去看车太浪费时间太耗费精力了，就在懂车帝看了又看对比一下，没去实体店看。后面因为内饰风格，决定还是买奔驰C。我对车的性能并没啥特别追求，什么动力强几秒破百之类，这些对我意义不大，现在开车比较佛系了，不争不抢安全第一。就仅仅因为内饰，有人选A，有人选B，我选C，萝卜白菜，各有所爱。[灵光一闪] 看车！ 我比较懒，只是电话咨询了几个4S店，问问价格，感觉相差不大，为了能省点钱跑那么远买，太累。于是就选了距离自己最近的店，去看看实车，其实也没什么好看的，本来就在网上看过了，主要就谈谈价格。4S的销售要我试驾一下，我勉强接受了，个人不喜欢试驾，在自己能力范围内，喜欢什么直接买就是！之前买过福克斯买过飞度，都没试驾就买了。试驾的车就是皓夜，个人感觉油门响应比飞度还差点，舒适度跟福克斯差不多。[笑哭] 买车！ 本来决定买普通版，然后再加装个柏林之声就好，因为每天开车上班听听音乐会舒服些，但这边的4S说他们加装不了，只有皓夜版有小柏林，我真的懒得去别的店再谈了，咬咬牙选皓夜！这一咬，牙都要碎了，贵两万多呢！我没有跟销售纠缠好久，我也不大会讲价，最后落地价37万，送1A1B。贷款了18万，分期五年，如果不提前还，总利息会破四万，没什么都没给加装，比如电尾这种实用功能都没有。这样算，这车妥妥超40万了。这个价买下肯定要被懂车车友们嘲笑了！！！[捂脸] 提车！ 车是今年二月中下订，二月底提，第一天去4S询价，第三天就下了定金，没有太多的犹豫。一个人去买车，一个人去提车，没有任何提车仪式，拿了钥匙，签完字直接开走了。这是自己第三次提车，不悲不喜，心情比较平静。不知道有没有像我这样孤独的车友，哈哈哈，，，[可怜] 用车！ 车子开起来，还行吧！音响听起来，也还行吧！没开过奥迪宝马，看在价格的份上，只能说比福克斯飞度好点。至今跑了一万五公里，平均油耗7.9的样子。被主动刹车功能吓了几次，突然的抱死真的会吓死很多细胞！[震惊] 其他！ 前车雷达有个探头不知道什么时候被石头击中了，就有一个小小的凹点，导致整个前车雷达不报警了。4S说换这个探头要2800还是2600忘了，真的太太太贵了，不值得，修不起，弃修！[敲打],https://wwww.dongchedi.com/ugc/article/7286336031480447544
深圳龙岗中升奔驰23款2改c260L运动8月份生产\n第一种方案\n1.上外地牌贵的要死8千到1万🙃\n2.分期落地32.4万，贷款24万5年，2年提前还款利息2万（交通银行没通过，换了中信的贷款是21万5年等额本息的2年提前还款3万利息🥲）\n3.加利息相当于35.4万（包含全车渡晶，尊膜，全包围脚垫，前排通风加热座椅，选配原厂豪华氛围灯）\n第二种方案\n全款落地36万（包含全车渡晶，尊膜，全包围脚垫，前排通风加热座椅，选配原厂豪华氛围灯，电动尾门，香氛系统，540全景影像，养车无忧6年12万公里保养套餐，新车大礼包，雨伞）\n第一种方案由于白户贷款没通过😅换银行的话利息更高，所以就不考虑贷款，最后跟他谈了全款的方案，这样36万不知道到底贵不贵，主要是在深圳上外地牌费用就要1万块。,https://wwww.dongchedi.com/ugc/article/1782818609754124
杭州目前落地32.8贷款19w，每月利息690，60个月，综下来快37个，是不是太贵了！！,https://wwww.dongchedi.com/ugc/article/1782915346540611
